Time,CoCIN,CoCOUT,CoHIN,CoHOUT,ConCIN, ConCOUT, ConHIN, ConHOUT,SiCIN, SiCOUT, SiHIN, SiHOUT,MPCIN, MPCOUT,MPHIN, MPHOUT, BEND 1, BEND 3
1.001,7.193,22.686,38.841,28.076,7.232,23.847,38.705,23.533,7.575,14.406,37.481,29.546,7.436,24.488,37.692,26.141,0.561,0.533
2.001,7.193,22.655,38.81,28.014,7.201,23.847,38.642,23.47,7.607,14.406,37.45,29.515,7.436,24.425,37.63,26.079,0.561,0.533
3.001,7.193,22.592,38.747,27.951,7.201,23.784,38.579,23.407,7.481,14.438,37.418,29.452,7.404,24.394,37.567,25.985,0.561,0.532
4.001,7.193,22.561,38.716,27.92,7.201,23.721,38.485,23.345,7.575,14.469,37.355,29.421,7.404,24.331,37.504,25.923,0.562,0.531
5.002,7.224,22.498,38.653,27.857,7.232,23.658,38.422,23.282,7.575,14.438,37.292,29.39,7.436,24.3,37.379,25.861,0.561,0.531
6.002,7.193,22.466,38.621,27.763,7.232,23.564,38.39,23.251,7.544,14.501,37.229,29.327,7.404,24.237,37.285,25.798,0.562,0.53
7.002,7.224,22.372,38.527,27.701,7.201,23.501,38.296,23.188,7.607,14.501,37.198,29.296,7.436,24.206,37.191,25.674,0.562,0.53
8.002,7.224,22.34,38.496,27.669,7.232,23.406,38.233,23.157,7.575,14.532,37.135,29.264,7.404,24.175,37.066,25.58,0.562,0.53
9.002,7.193,22.309,38.433,27.607,7.232,23.406,38.107,23.094,7.607,14.532,37.104,29.202,7.373,24.175,37.003,25.518,0.561,0.528
10.002,7.193,22.278,38.37,27.544,7.264,23.344,37.981,23.063,7.575,14.532,37.041,29.17,7.436,24.143,36.877,25.424,0.561,0.528
11.003,7.224,22.215,38.307,27.544,7.201,23.312,37.887,23.031,7.575,14.564,36.946,29.139,7.404,24.112,36.752,25.362,0.561,0.527
12.003,7.193,22.183,38.213,27.576,7.232,23.281,37.761,22.969,7.575,14.564,36.883,29.108,7.436,24.049,36.658,25.299,0.562,0.527
13.003,7.193,22.152,38.15,27.576,7.232,23.281,37.667,22.844,7.607,14.564,36.82,29.076,7.404,24.049,36.533,25.237,0.561,0.527
14.003,7.224,22.12,38.055,27.513,7.232,23.281,37.572,22.781,7.607,14.595,36.757,29.014,7.404,23.987,36.439,25.144,0.562,0.526
15.003,7.224,22.089,37.961,27.45,7.201,23.249,37.415,22.718,7.607,14.595,36.663,29.045,7.436,23.924,36.345,25.081,0.561,0.525
16.003,7.224,22.026,37.867,27.357,7.232,23.218,37.32,22.656,7.607,14.627,36.568,28.982,7.404,23.893,36.219,25.019,0.561,0.525
17.003,7.224,21.963,37.741,27.294,7.232,23.155,37.226,22.562,7.607,14.627,36.474,28.951,7.436,23.83,36.125,24.894,0.561,0.524
18.003,7.224,21.963,37.615,27.263,7.232,23.092,37.1,22.499,7.575,14.627,36.411,28.92,7.467,23.799,36,24.863,0.561,0.524
19.003,7.224,21.869,37.521,27.2,7.232,23.029,37.006,22.436,7.575,14.658,36.317,28.888,7.404,23.767,35.906,24.801,0.561,0.523
20.003,7.224,21.869,37.427,27.138,7.232,22.966,36.88,22.342,7.575,14.69,36.222,28.857,7.436,23.704,35.812,24.738,0.561,0.522
21.003,7.224,21.806,37.332,27.106,7.232,22.934,36.785,22.217,7.575,14.658,36.159,28.826,7.404,23.642,35.749,24.645,0.561,0.522
22.003,7.224,21.774,37.175,27.106,7.232,22.84,36.66,22.154,7.575,14.69,36.033,28.795,7.436,23.61,35.655,24.614,0.561,0.521
23.003,7.224,21.711,37.049,27.138,7.232,22.808,36.534,22.092,7.575,14.69,35.97,28.732,7.404,23.548,35.593,24.551,0.561,0.521
24.003,7.224,21.68,36.924,27.075,7.232,22.745,36.439,22.029,7.575,14.69,35.876,28.701,7.436,23.516,35.499,24.489,0.561,0.52
25.003,7.224,21.648,36.798,26.981,7.232,22.682,36.345,21.967,7.607,14.721,35.813,28.669,7.436,23.454,35.405,24.396,0.561,0.519
26.003,7.224,21.586,36.735,26.919,7.232,22.619,36.282,21.935,7.575,14.721,35.719,28.638,7.436,23.422,35.311,24.333,0.561,0.519
27.003,7.224,21.554,36.609,26.887,7.232,22.556,36.156,21.873,7.607,14.721,35.593,28.607,7.436,23.36,35.279,24.24,0.561,0.519
28.003,7.224,21.523,36.483,26.887,7.232,22.525,36.062,21.779,7.607,14.753,35.561,28.544,7.436,23.36,35.248,24.177,0.561,0.518
29.003,7.224,21.491,36.389,26.825,7.264,22.493,35.999,21.747,7.607,14.753,35.467,28.513,7.404,23.297,35.154,24.115,0.56,0.517
30.003,7.193,21.428,36.326,26.793,7.232,22.399,35.904,21.716,7.607,14.784,35.372,28.45,7.404,23.266,35.06,24.053,0.56,0.516
31.003,7.255,21.428,36.263,26.793,7.232,22.367,35.81,21.653,7.575,14.816,35.31,28.419,7.404,23.234,35.029,23.99,0.56,0.515
32.003,7.224,21.334,36.138,26.762,7.232,22.336,35.747,21.591,7.607,14.816,35.215,28.356,7.404,23.172,34.966,23.928,0.559,0.515
33.003,7.224,21.303,36.012,26.574,7.264,22.273,35.653,21.497,7.607,14.816,35.152,28.325,7.436,23.14,34.872,23.866,0.559,0.515
34.003,7.224,21.24,35.949,26.668,7.232,22.241,35.59,21.434,7.607,14.816,35.089,28.293,7.436,23.078,34.809,23.803,0.559,0.514
35.003,7.255,21.208,35.855,26.574,7.264,22.147,35.527,21.403,7.607,14.847,35.026,28.231,7.404,23.015,34.747,23.741,0.559,0.513
36.003,7.255,21.177,35.792,26.512,7.232,22.147,35.432,21.309,7.607,14.847,34.932,28.199,7.404,22.984,34.653,23.71,0.559,0.512
37.003,7.224,21.145,35.634,26.418,7.232,22.053,35.369,21.215,7.607,14.847,34.869,28.137,7.436,22.89,34.621,23.648,0.558,0.512
38.003,7.224,21.082,35.603,26.355,7.264,22.053,35.275,21.121,7.607,14.879,34.806,28.106,7.404,22.858,34.527,23.554,0.558,0.511
39.003,7.193,21.051,35.54,26.355,7.264,21.958,35.243,21.09,7.607,14.879,34.743,28.043,7.404,22.827,34.496,23.523,0.558,0.511
40.003,7.224,21.019,35.477,26.324,7.264,21.958,35.149,21.09,7.607,14.879,34.68,28.043,7.436,22.764,34.402,23.461,0.557,0.51
41.003,7.224,20.957,35.383,26.324,7.264,21.895,35.086,21.027,7.607,14.91,34.617,27.98,7.436,22.702,34.339,23.367,0.557,0.509
42.003,7.224,20.925,35.32,26.293,7.264,21.895,34.992,20.964,7.607,14.91,34.523,27.918,7.436,22.67,34.308,23.336,0.557,0.509
43.003,7.224,20.862,35.257,26.23,7.264,21.895,34.96,20.902,7.638,14.91,34.46,27.855,7.436,22.608,34.245,23.274,0.556,0.508
44.003,7.255,20.799,35.163,26.199,7.264,21.832,34.897,20.839,7.638,14.942,34.397,27.792,7.404,22.576,34.151,23.242,0.556,0.507
45.003,7.255,20.768,35.069,26.136,7.264,21.801,34.834,20.776,7.607,14.942,34.334,27.761,7.404,22.514,34.12,23.18,0.556,0.507
46.003,7.255,20.736,35.037,26.074,7.264,21.738,34.771,20.682,7.607,14.942,34.271,27.667,7.436,22.451,34.057,23.118,0.556,0.506
47.003,7.224,20.705,34.943,25.98,7.264,21.706,34.74,20.588,7.638,14.973,34.176,27.604,7.436,22.42,34.026,23.086,0.555,0.506
48.003,7.255,20.673,34.911,25.949,7.264,21.643,34.708,20.494,7.607,14.973,34.145,27.542,7.404,22.357,33.995,23.055,0.554,0.505
49.003,7.224,20.611,34.848,25.917,7.264,21.643,34.646,20.369,7.607,14.973,34.082,27.51,7.436,22.326,33.995,22.962,0.554,0.504
50.003,7.224,20.548,34.786,25.886,7.264,21.549,34.583,20.306,7.638,14.973,34.019,27.416,7.436,22.263,33.901,22.899,0.555,0.503
51.003,7.255,20.548,34.723,25.855,7.264,21.517,34.583,20.275,7.638,15.005,33.956,27.385,7.436,22.2,33.869,22.868,0.553,0.503
52.003,7.255,20.453,34.691,25.855,7.264,21.486,34.52,20.244,7.638,15.005,33.925,27.291,7.436,22.2,33.838,22.806,0.553,0.502
53.003,7.255,20.453,34.66,25.824,7.264,21.454,34.52,20.213,7.607,15.005,33.862,27.26,7.436,22.169,33.807,22.744,0.553,0.501
54.003,7.255,20.39,34.566,25.792,7.264,21.391,34.488,20.15,7.638,15.005,33.83,27.197,7.404,22.106,33.775,22.712,0.552,0.501
55.003,7.255,20.359,34.566,25.73,7.264,21.328,34.457,20.087,7.638,15.036,33.799,27.166,7.404,22.075,33.713,22.65,0.552,0.5
56.003,7.255,20.296,34.534,25.698,7.232,21.265,34.394,20.025,7.638,15.036,33.736,27.103,7.436,22.044,33.681,22.619,0.552,0.5
57.004,7.255,20.265,34.471,25.605,7.264,21.265,34.362,19.962,7.607,15.036,33.704,27.072,7.404,21.981,33.619,22.557,0.551,0.498
58.004,7.255,20.233,34.44,25.542,7.264,21.234,34.331,19.931,7.607,15.068,33.673,27.009,7.436,21.95,33.587,22.494,0.551,0.498
59.004,7.255,20.202,34.408,25.511,7.264,21.202,34.331,19.868,7.607,15.068,33.641,26.947,7.436,21.887,33.556,22.463,0.55,0.498
60.004,7.255,20.17,34.408,25.448,7.264,21.171,34.236,19.837,7.607,15.068,33.547,26.884,7.436,21.856,33.556,22.401,0.55,0.497
61.004,7.255,20.139,34.345,25.417,7.264,21.108,34.236,19.774,7.607,15.036,33.516,26.853,7.467,21.824,33.524,22.37,0.549,0.497
62.004,7.255,20.107,34.314,25.385,7.232,21.077,34.173,19.711,7.638,15.099,33.516,26.79,7.436,21.793,33.462,22.307,0.549,0.495
63.005,7.255,20.076,34.283,25.354,7.264,21.045,34.173,19.649,7.607,15.036,33.453,26.79,7.404,21.73,33.399,22.245,0.548,0.495
64.005,7.255,20.013,34.251,25.292,7.264,21.014,34.142,19.649,7.638,15.099,33.421,26.759,7.436,21.699,33.399,22.214,0.548,0.495
65.005,7.255,19.981,34.188,25.229,7.264,20.982,34.079,19.586,7.638,15.099,33.39,26.696,7.436,21.699,33.336,22.151,0.548,0.494
66.005,7.255,19.95,34.157,25.166,7.295,20.951,34.048,19.523,7.638,15.099,33.327,26.665,7.436,21.636,33.305,22.12,0.547,0.493
67.005,7.255,19.919,34.125,25.073,7.264,20.919,34.016,19.461,7.607,15.068,33.295,26.602,7.404,21.605,33.274,22.058,0.546,0.492
68.005,7.224,19.856,34.094,25.041,7.264,20.919,33.985,19.398,7.607,15.099,33.232,26.571,7.436,21.573,33.274,21.996,0.546,0.491
69.005,7.255,19.856,34.062,25.01,7.264,20.888,33.953,19.336,7.638,15.131,33.201,26.508,7.436,21.573,33.211,21.964,0.546,0.491
70.005,7.255,19.793,34,24.979,7.264,20.856,33.922,19.304,7.607,15.131,33.169,26.446,7.404,21.511,33.211,21.933,0.546,0.49
71.005,7.255,19.761,34,24.979,7.264,20.825,33.89,19.304,7.607,15.131,33.138,26.414,7.404,21.448,33.148,21.871,0.545,0.49
72.005,7.255,19.698,33.937,24.979,7.264,20.825,33.859,19.273,7.607,15.131,33.106,26.383,7.404,21.385,33.148,21.809,0.544,0.489
73.005,7.255,19.667,33.905,24.916,7.264,20.793,33.859,19.21,7.638,15.131,33.043,26.352,7.404,21.354,33.086,21.809,0.543,0.488
74.005,7.255,19.635,33.874,24.885,7.232,20.762,33.796,19.179,7.607,15.131,33.043,26.32,7.436,21.354,33.086,21.777,0.543,0.488
75.005,7.255,19.604,33.842,24.822,7.264,20.699,33.764,19.085,7.607,15.162,33.012,26.258,7.436,21.323,33.054,21.715,0.542,0.488
76.005,7.255,19.573,33.811,24.822,7.295,20.667,33.764,19.085,7.607,15.131,32.98,26.226,7.404,21.229,33.054,21.684,0.542,0.486
77.005,7.255,19.541,33.811,24.76,7.264,20.636,33.733,18.991,7.607,15.131,32.949,26.164,7.404,21.229,32.992,21.622,0.542,0.486
78.005,7.287,19.478,33.779,24.728,7.264,20.636,33.67,18.991,7.607,15.162,32.918,26.101,7.373,21.166,32.992,21.59,0.541,0.485
79.005,7.224,19.478,33.748,24.666,7.264,20.604,33.67,18.96,7.575,15.162,32.886,26.038,7.404,21.166,32.96,21.559,0.541,0.484
80.005,7.255,19.447,33.717,24.603,7.295,20.604,33.639,18.96,7.607,15.131,32.855,26.007,7.436,21.135,32.898,21.497,0.54,0.485
81.005,7.193,19.321,33.654,24.384,7.043,20.352,33.576,18.803,6.757,15.068,32.634,25.788,7.311,21.009,32.302,21.341,0.535,0.482
82.005,7.287,19.384,33.654,24.447,7.169,20.51,33.607,18.897,7.607,15.162,32.792,25.851,7.404,21.072,32.866,21.403,0.539,0.483
83.005,7.255,19.321,33.622,24.509,7.232,20.51,33.544,18.803,7.607,15.131,32.76,25.819,7.404,21.009,32.835,21.403,0.539,0.482
84.006,7.255,19.321,33.559,24.509,7.232,20.478,33.544,18.772,7.607,15.194,32.729,25.788,7.404,20.978,32.835,21.31,0.538,0.482
85.006,7.255,19.258,33.591,24.509,7.232,20.478,33.513,18.772,7.575,15.162,32.729,25.757,7.373,20.947,32.804,21.31,0.537,0.481
86.007,7.255,19.227,33.528,24.447,7.232,20.447,33.481,18.772,7.638,15.162,32.666,25.694,7.436,20.947,32.772,21.248,0.537,0.481
87.007,7.255,19.227,33.528,24.416,7.264,20.384,33.45,18.709,7.607,15.162,32.634,25.663,7.404,20.947,32.741,21.185,0.537,0.479
88.007,7.224,19.195,33.465,24.322,7.264,20.415,33.45,18.678,7.607,15.162,32.603,25.631,7.436,20.884,32.71,21.185,0.536,0.479
89.007,7.255,19.164,33.465,24.29,7.264,20.384,33.418,18.646,7.607,15.194,32.603,25.6,7.404,20.853,32.71,21.123,0.536,0.479
90.007,7.224,19.164,33.434,24.197,7.232,20.321,33.387,18.615,7.607,15.194,32.54,25.537,7.404,20.884,32.678,21.092,0.535,0.478
91.007,7.255,19.132,33.434,23.915,6.791,20.289,33.166,18.145,5.277,14.029,31.784,25.537,7.404,20.821,32.616,21.061,0.535,0.477
92.007,7.255,19.101,33.402,24.103,7.264,20.258,33.355,18.521,7.607,15.194,31.627,25.506,7.311,20.727,31.707,20.998,0.532,0.477
93.007,7.224,19.038,33.371,24.071,7.264,20.226,33.324,18.459,7.607,15.194,32.445,25.506,7.404,20.79,32.553,20.998,0.534,0.475
94.007,7.287,19.069,33.339,24.071,7.264,20.195,33.292,18.396,7.607,15.194,32.414,25.443,7.436,20.727,32.553,20.936,0.533,0.475
95.008,7.255,19.038,33.308,24.071,7.232,20.163,33.292,18.365,7.575,15.225,32.382,25.412,7.404,20.727,32.522,20.874,0.533,0.474
96.008,7.255,19.006,33.308,24.009,7.264,20.163,33.229,18.396,7.607,15.194,32.351,25.412,7.404,20.696,32.522,20.842,0.532,0.474
97.008,7.255,18.943,33.276,23.978,7.232,20.132,33.229,18.365,7.607,15.225,32.351,25.381,7.404,20.665,32.49,20.842,0.531,0.473
98.008,7.255,18.943,33.214,23.946,7.264,20.1,33.166,18.302,7.607,15.162,32.32,25.349,7.404,20.665,32.459,20.811,0.531,0.473
99.008,7.255,18.912,33.214,23.946,7.264,20.1,33.166,18.271,7.607,15.194,32.32,25.318,7.436,20.633,32.459,20.749,0.53,0.472
100.008,7.255,18.881,33.151,23.946,7.264,20.069,33.135,18.239,7.607,15.194,32.288,25.318,7.404,20.602,32.428,20.78,0.53,0.472
101.008,7.255,18.849,33.151,23.946,7.232,20.069,33.104,18.208,7.638,15.194,32.257,25.224,7.404,20.571,32.365,20.687,0.528,0.471
102.008,7.255,18.818,33.151,23.915,7.264,20.037,33.072,18.177,7.638,15.225,32.194,25.13,7.373,20.571,32.396,20.687,0.529,0.47
103.008,7.255,18.786,33.088,23.852,7.264,20.037,33.072,18.145,7.638,15.194,32.162,25.068,7.404,20.539,32.365,20.624,0.528,0.469
104.008,7.255,18.755,33.088,23.79,7.264,19.974,33.041,18.114,7.638,15.225,32.162,25.036,7.404,20.539,32.365,20.593,0.528,0.469
105.008,7.255,18.692,33.025,23.727,7.264,19.974,33.009,18.083,7.638,15.194,32.131,25.005,7.404,20.508,32.334,20.562,0.527,0.468
106.008,7.255,18.692,33.025,23.665,7.264,19.943,33.009,18.051,7.607,15.225,32.099,24.942,7.436,20.508,32.302,20.499,0.527,0.467
107.008,7.255,18.66,33.025,23.633,7.264,19.943,32.978,17.989,7.638,15.225,32.068,24.942,7.404,20.477,32.271,20.468,0.526,0.467
108.008,7.255,18.629,32.962,23.633,7.264,19.912,32.946,17.957,7.638,15.194,32.068,24.88,7.436,20.477,32.271,20.437,0.525,0.466
109.008,7.255,18.629,32.962,23.602,7.264,19.88,32.946,17.926,7.638,15.194,32.005,24.848,7.404,20.477,32.271,20.406,0.525,0.466
110.008,7.255,18.597,32.931,23.571,7.264,19.88,32.915,17.926,7.638,15.225,32.036,24.817,7.404,20.445,32.24,20.375,0.524,0.465
111.008,7.255,18.566,32.931,23.477,7.264,19.849,32.852,17.926,7.607,15.194,32.005,24.817,7.436,20.414,32.208,20.344,0.524,0.464
112.008,7.287,18.535,32.899,23.446,7.264,19.817,32.883,17.926,7.638,15.225,31.973,24.786,7.404,20.383,32.177,20.344,0.523,0.464
113.008,7.287,18.535,32.899,23.414,7.264,19.786,32.852,17.895,7.638,15.225,31.942,24.786,7.436,20.383,32.177,20.281,0.523,0.464
114.008,7.255,18.472,32.836,23.383,7.264,19.786,32.82,17.895,7.638,15.194,31.91,24.723,7.404,20.351,32.146,20.219,0.522,0.462
115.008,7.287,18.472,32.836,23.352,7.264,19.754,32.82,17.863,7.638,15.194,31.91,24.723,7.436,20.32,32.146,20.188,0.521,0.462
116.008,7.287,18.472,32.836,23.321,7.264,19.723,32.82,17.769,7.638,15.225,31.879,24.66,7.404,20.32,32.146,20.188,0.521,0.461
117.008,7.287,18.44,32.805,23.289,7.264,19.723,32.757,17.769,7.638,15.225,31.879,24.629,7.404,20.289,32.114,20.157,0.521,0.461
118.008,7.255,18.409,32.773,23.258,7.295,19.723,32.789,17.707,7.638,15.225,31.816,24.598,7.436,20.257,32.083,20.125,0.52,0.46
119.008,7.255,18.409,32.773,23.227,7.264,19.723,32.726,17.675,7.638,15.225,31.847,24.566,7.436,20.226,32.083,20.063,0.519,0.46
120.008,7.287,18.377,32.773,23.195,7.295,19.691,32.757,17.644,7.638,15.225,31.816,24.472,7.404,20.226,32.052,20.063,0.518,0.459
121.008,7.287,18.377,32.773,23.195,7.295,19.723,32.726,17.613,7.638,15.194,31.784,24.472,7.404,20.163,32.052,20.032,0.518,0.458
122.008,7.287,18.346,32.742,23.195,7.264,19.691,32.726,17.613,7.638,15.225,31.784,24.472,7.436,20.132,32.02,19.97,0.517,0.458
123.008,7.255,18.314,32.742,23.164,7.264,19.628,32.694,17.55,7.638,15.194,31.753,24.41,7.404,20.163,32.02,19.938,0.516,0.457
124.008,7.255,18.283,32.711,23.102,7.295,19.628,32.694,17.55,7.638,15.225,31.753,24.379,7.436,20.132,31.989,19.938,0.516,0.457
125.008,7.255,18.283,32.679,23.07,7.264,19.628,32.663,17.55,7.67,15.194,31.722,24.379,7.436,20.069,31.958,19.907,0.516,0.455
126.008,7.255,18.252,32.648,23.039,7.295,19.628,32.663,17.519,7.638,15.225,31.69,24.379,7.467,20.101,31.958,19.876,0.515,0.455
127.008,7.318,18.252,32.679,22.976,7.295,19.597,32.631,17.519,7.638,15.194,31.69,24.379,7.436,20.069,31.989,19.845,0.514,0.455
128.008,7.255,18.252,32.648,22.945,7.295,19.597,32.569,17.488,7.638,15.225,31.69,24.347,7.467,20.038,31.926,19.845,0.513,0.455
129.008,7.255,18.22,32.648,22.914,7.295,19.565,32.569,17.456,7.607,15.225,31.659,24.347,7.404,20.038,31.958,19.814,0.513,0.454
130.008,7.287,18.189,32.585,22.914,7.295,19.534,32.569,17.425,7.638,15.194,31.659,24.347,7.436,20.007,31.926,19.814,0.512,0.454
131.008,7.287,18.157,32.616,22.914,7.264,19.534,32.569,17.425,7.638,15.194,31.627,24.316,7.436,19.944,31.864,19.751,0.512,0.452
132.008,7.287,18.157,32.585,22.883,7.295,19.502,32.537,17.394,7.638,15.194,31.627,24.285,7.436,19.944,31.895,19.751,0.512,0.452
133.009,7.255,18.126,32.585,22.883,7.264,19.502,32.537,17.394,7.638,15.194,31.596,24.316,7.436,19.913,31.895,19.72,0.511,0.451
134.009,7.287,18.157,32.553,22.82,7.232,19.439,32.537,17.331,7.638,15.225,31.564,24.285,7.436,19.913,31.864,19.658,0.511,0.451
135.009,7.287,18.094,32.522,22.82,7.295,19.439,32.506,17.362,7.638,15.225,31.533,24.285,7.436,19.913,31.832,19.658,0.51,0.45
136.009,7.287,18.094,32.522,22.757,7.295,19.408,32.506,17.362,7.638,15.194,31.533,24.253,7.436,19.913,31.832,19.627,0.509,0.45
137.009,7.287,18.063,32.553,22.757,7.295,19.408,32.474,17.3,7.638,15.194,31.564,24.285,7.436,19.881,31.832,19.596,0.508,0.449
138.01,7.255,18.063,32.49,22.695,7.295,19.376,32.474,17.3,7.67,15.194,31.533,24.253,7.436,19.881,31.832,19.564,0.507,0.449
139.011,7.287,18.031,32.49,22.663,7.295,19.376,32.474,17.331,7.638,15.194,31.47,24.222,7.436,19.85,31.801,19.564,0.507,0.448
140.011,7.287,18.031,32.49,22.632,7.264,19.345,32.443,17.331,7.638,15.194,31.501,24.222,7.467,19.85,31.801,19.533,0.507,0.448
141.011,7.287,18,32.49,22.632,7.295,19.345,32.443,17.331,7.638,15.194,31.47,24.191,7.467,19.787,31.801,19.471,0.506,0.447
142.011,7.287,17.968,32.459,22.601,7.295,19.345,32.443,17.3,7.638,15.194,31.47,24.191,7.404,19.787,31.77,19.471,0.505,0.446
143.011,7.287,17.968,32.459,22.57,7.264,19.313,32.411,17.268,7.638,15.194,31.438,24.159,7.467,19.756,31.738,19.44,0.505,0.446
144.011,7.318,17.906,32.428,22.538,7.264,19.282,32.38,17.206,7.638,15.194,31.407,24.159,7.436,19.756,31.77,19.409,0.504,0.446
145.011,7.287,17.906,32.428,22.538,7.264,19.282,32.38,17.143,7.638,15.162,31.407,24.159,7.436,19.725,31.738,19.377,0.504,0.445
146.011,7.287,17.906,32.396,22.507,7.295,19.282,32.38,17.143,7.67,15.194,31.407,24.128,7.436,19.725,31.77,19.377,0.503,0.444
147.011,7.255,17.874,32.396,22.444,7.264,19.25,32.38,17.08,7.67,15.194,31.375,24.128,7.436,19.693,31.738,19.346,0.503,0.444
148.011,7.287,17.843,32.396,22.444,7.327,19.282,32.348,17.049,7.638,15.194,31.375,24.097,7.436,19.725,31.738,19.346,0.503,0.443
149.011,7.287,17.811,32.396,22.444,7.295,19.25,32.348,17.049,7.67,15.194,31.344,24.097,7.436,19.725,31.707,19.346,0.501,0.442
150.011,7.255,17.843,32.365,22.382,7.295,19.25,32.348,16.986,7.638,15.194,31.375,24.065,7.436,19.693,31.676,19.315,0.501,0.442
151.011,7.287,17.78,32.396,22.351,7.295,19.25,32.348,16.986,7.67,15.162,31.312,24.065,7.436,19.693,31.676,19.284,0.501,0.441
152.011,7.255,17.78,32.365,22.319,7.264,19.25,32.317,16.955,7.638,15.162,31.344,24.065,7.467,19.662,31.707,19.284,0.5,0.441
153.012,7.287,17.748,32.365,22.288,7.264,19.25,32.317,16.892,7.67,15.162,31.344,24.034,7.404,19.662,31.644,19.253,0.5,0.44
154.013,7.287,17.717,32.333,22.257,7.264,19.282,32.317,16.892,7.638,15.194,31.281,24.003,7.404,19.63,31.644,19.222,0.498,0.44
155.013,7.287,17.717,32.333,22.225,7.295,19.25,32.285,16.861,7.638,15.162,31.281,23.971,7.436,19.63,31.644,19.159,0.498,0.44
156.013,7.287,17.685,32.333,22.194,7.264,19.25,32.317,16.83,7.67,15.162,31.281,23.94,7.436,19.599,31.613,19.128,0.498,0.439
157.013,7.255,17.654,32.302,22.194,7.295,19.25,32.285,16.83,7.638,15.162,31.281,23.94,7.436,19.568,31.582,19.128,0.498,0.439
158.013,7.287,17.654,32.333,22.163,7.295,19.25,32.285,16.798,7.638,15.131,31.249,23.94,7.436,19.599,31.644,19.097,0.497,0.437
159.013,7.287,17.622,32.302,22.163,7.295,19.219,32.285,16.798,7.638,15.131,31.218,23.94,7.436,19.568,31.582,19.097,0.496,0.437
160.013,7.287,17.622,32.27,22.194,7.295,19.219,32.254,16.798,7.638,15.162,31.218,23.909,7.436,19.568,31.582,19.097,0.495,0.437
161.013,7.318,17.591,32.302,22.132,7.264,19.187,32.191,16.798,7.638,15.162,31.249,23.877,7.436,19.568,31.613,19.066,0.495,0.436
162.013,7.287,17.56,32.27,22.1,7.295,19.156,32.222,16.798,7.638,15.162,31.218,23.877,7.436,19.568,31.613,19.003,0.494,0.436
163.013,7.287,17.56,32.239,22.1,7.295,19.124,32.222,16.798,7.638,15.162,31.218,23.846,7.467,19.536,31.55,19.003,0.494,0.436
164.013,7.287,17.528,32.239,22.069,7.295,19.124,32.222,16.736,7.638,15.131,31.218,23.846,7.436,19.568,31.582,18.972,0.494,0.435
165.013,7.287,17.528,32.207,22.038,7.295,19.093,32.191,16.736,7.638,15.131,31.186,23.783,7.436,19.505,31.55,18.972,0.493,0.434
166.013,7.287,17.497,32.207,22.006,7.295,19.093,32.159,16.736,7.638,15.131,31.186,23.815,7.467,19.505,31.519,18.941,0.493,0.433
167.013,7.287,17.497,32.239,22.006,7.295,19.093,32.159,16.705,7.67,15.131,31.186,23.783,7.436,19.505,31.55,18.941,0.492,0.434
168.013,7.287,17.497,32.207,22.006,7.295,19.093,32.128,16.673,7.67,15.162,31.186,23.752,7.404,19.474,31.55,18.91,0.492,0.433
169.013,7.287,17.465,32.176,22.006,7.295,19.093,32.128,16.705,7.638,15.131,31.155,23.721,7.467,19.474,31.488,18.879,0.491,0.433
170.013,7.255,17.434,32.207,21.944,7.295,19.061,32.159,16.673,7.638,15.099,31.124,23.752,7.436,19.474,31.519,18.91,0.49,0.432
171.013,7.287,17.434,32.176,21.913,7.264,19.061,32.128,16.673,7.67,15.131,31.124,23.783,7.436,19.474,31.488,18.879,0.489,0.431
172.013,7.287,17.434,32.145,21.913,7.264,19.03,32.097,16.673,7.67,15.131,31.124,23.752,7.436,19.474,31.488,18.848,0.489,0.431
173.013,7.287,17.402,32.176,21.913,7.264,19.03,32.128,16.673,7.67,15.131,31.124,23.689,7.436,19.474,31.488,18.848,0.488,0.431
174.013,7.287,17.402,32.145,21.881,7.295,18.998,32.097,16.642,7.67,15.162,31.092,23.721,7.436,19.442,31.456,18.848,0.488,0.43
175.013,7.287,17.371,32.113,21.881,7.295,18.998,32.065,16.611,7.638,15.162,31.092,23.721,7.436,19.442,31.425,18.816,0.488,0.43
176.013,7.287,17.371,32.113,21.85,7.264,18.998,32.065,16.548,7.638,15.131,31.092,23.721,7.436,19.442,31.425,18.785,0.488,0.43
177.013,7.255,17.371,32.113,21.819,7.295,18.967,32.097,16.579,7.67,15.099,31.061,23.689,7.404,19.442,31.456,18.785,0.487,0.43
178.013,7.287,17.371,32.113,21.819,7.264,18.967,32.065,16.517,7.638,15.099,31.061,23.658,7.436,19.442,31.425,18.754,0.486,0.428
179.013,7.318,17.371,32.082,21.85,7.264,18.967,32.034,16.517,7.67,15.131,31.061,23.658,7.404,19.411,31.425,18.754,0.486,0.428
180.013,7.287,17.339,32.082,21.787,7.264,18.935,32.034,16.517,7.701,15.099,31.029,23.658,7.436,19.411,31.425,18.723,0.485,0.427
181.013,7.287,17.339,32.05,21.787,7.295,18.904,32.034,16.485,7.638,15.131,31.029,23.627,7.436,19.38,31.425,18.723,0.485,0.428
182.013,7.287,17.308,32.05,21.756,7.295,18.904,32.034,16.485,7.67,15.099,30.998,23.627,7.404,19.38,31.425,18.661,0.485,0.426
