Time,CoCIN,CoCOUT,CoHIN,CoHOUT,ConCIN, ConCOUT, ConHIN, ConHOUT,SiCIN, SiCOUT, SiHIN, SiHOUT,MPCIN, MPCOUT,MPHIN, MPHOUT, BEND 1, BEND 3
2465.206,6.281,14.792,35.194,26.512,6.351,14.685,35.118,25.13,6.631,12.045,34.145,31.269,6.465,17.938,34.496,24.863,0.54,0.489
2466.206,6.281,14.76,35.226,26.512,6.351,14.716,35.118,25.161,6.599,12.013,34.145,31.269,6.434,17.938,34.465,24.863,0.539,0.489
2467.206,6.281,14.792,35.194,26.543,6.351,14.716,35.149,25.099,6.631,12.045,34.145,31.269,6.434,17.938,34.496,24.894,0.54,0.488
2468.206,6.281,14.792,35.194,26.543,6.351,14.685,35.118,25.161,6.631,12.013,34.114,31.269,6.465,17.938,34.433,24.894,0.541,0.488
2469.206,6.281,14.76,35.194,26.574,6.351,14.716,35.149,25.099,6.599,12.045,34.145,31.269,6.434,17.938,34.465,24.925,0.541,0.489
2470.206,6.281,14.76,35.194,26.606,6.351,14.716,35.118,25.13,6.599,12.045,34.145,31.269,6.465,17.97,34.527,24.925,0.541,0.489
2471.206,6.281,14.76,35.194,26.606,6.382,14.716,35.149,25.161,6.631,12.045,34.114,31.269,6.434,17.97,34.527,24.925,0.542,0.489
2472.206,6.281,14.76,35.226,26.637,6.382,14.716,35.149,25.255,6.599,12.045,34.145,31.269,6.434,18.001,34.496,24.925,0.543,0.49
2473.206,6.281,14.792,35.226,26.637,6.382,14.716,35.181,25.255,6.631,12.045,34.145,31.3,6.465,18.032,34.496,24.925,0.542,0.49
2474.206,6.281,14.792,35.226,26.637,6.382,14.716,35.149,25.255,6.631,12.045,34.176,31.3,6.434,18.001,34.527,24.957,0.542,0.491
2475.206,6.281,14.792,35.226,26.637,6.382,14.716,35.181,25.224,6.599,12.013,34.176,31.3,6.465,18.001,34.559,24.925,0.542,0.491
2476.206,6.281,14.76,35.226,26.637,6.351,14.685,35.181,25.287,6.631,12.045,34.208,31.3,6.465,18.064,34.559,24.957,0.542,0.491
2477.206,6.312,14.792,35.257,26.606,6.382,14.685,35.181,25.287,6.631,12.045,34.208,31.3,6.465,18.032,34.559,24.957,0.543,0.491
2478.206,6.281,14.792,35.257,26.606,6.382,14.685,35.212,25.255,6.599,12.045,34.208,31.331,6.465,18.064,34.527,24.957,0.543,0.491
2479.206,6.312,14.792,35.289,26.637,6.351,14.685,35.212,25.161,6.631,12.076,34.208,31.331,6.434,18.064,34.559,24.988,0.543,0.491
2480.206,6.281,14.792,35.289,26.7,6.351,14.685,35.212,25.067,6.599,12.045,34.239,31.3,6.434,18.032,34.59,24.957,0.543,0.491
2481.206,6.281,14.792,35.289,26.731,6.351,14.685,35.212,25.067,6.599,12.045,34.239,31.3,6.434,18.064,34.59,24.988,0.543,0.491
2482.206,6.281,14.792,35.32,26.731,6.382,14.716,35.243,25.099,6.631,12.045,34.239,31.3,6.465,18.064,34.59,25.019,0.543,0.492
2483.206,6.281,14.792,35.289,26.7,6.351,14.748,35.212,25.224,6.631,12.076,34.239,31.331,6.465,18.032,34.59,24.988,0.543,0.492
2484.206,6.281,14.792,35.32,26.7,6.382,14.748,35.243,25.193,6.631,12.045,34.271,31.363,6.465,18.064,34.59,24.988,0.543,0.492
2485.206,6.281,14.792,35.289,26.637,6.351,14.748,35.243,25.13,6.599,12.076,34.271,31.363,6.465,18.095,34.59,24.988,0.543,0.492
2486.206,6.281,14.792,35.32,26.668,6.382,14.748,35.243,25.287,6.599,12.076,34.239,31.363,6.434,18.095,34.59,24.988,0.543,0.492
2487.206,6.281,14.792,35.32,26.668,6.351,14.748,35.243,25.287,6.631,12.076,34.239,31.363,6.465,18.095,34.59,25.019,0.544,0.492
2488.207,6.312,14.823,35.32,26.668,6.351,14.748,35.275,25.349,6.631,12.045,34.271,31.331,6.465,18.095,34.653,25.019,0.543,0.493
2489.207,6.312,14.823,35.352,26.7,6.382,14.779,35.306,25.349,6.631,12.076,34.271,31.394,6.434,18.095,34.653,25.019,0.544,0.493
2490.207,6.281,14.823,35.352,26.668,6.351,14.748,35.306,25.318,6.631,12.076,34.271,31.363,6.465,18.064,34.653,25.019,0.545,0.493
2491.207,6.281,14.823,35.383,26.7,6.382,14.716,35.306,25.287,6.631,12.076,34.271,31.394,6.465,18.064,34.621,25.05,0.545,0.494
2492.207,6.312,14.792,35.352,26.668,6.351,14.748,35.243,25.318,6.631,12.076,34.302,31.394,6.434,18.064,34.653,25.05,0.545,0.494
2493.207,6.312,14.792,35.352,26.7,6.351,14.779,35.306,25.224,6.631,12.076,34.302,31.394,6.434,18.064,34.653,25.081,0.545,0.494
2494.208,6.281,14.823,35.383,26.7,6.351,14.779,35.338,25.381,6.631,12.076,34.302,31.394,6.434,18.095,34.715,25.05,0.545,0.495
2495.208,6.281,14.792,35.383,26.7,6.382,14.748,35.338,25.443,6.662,12.076,34.334,31.394,6.465,18.095,34.684,25.05,0.545,0.494
2496.208,6.312,14.823,35.414,26.637,6.351,14.811,35.338,25.381,6.631,12.076,34.334,31.394,6.465,18.095,34.715,25.05,0.546,0.494
2497.208,6.312,14.823,35.414,26.637,6.351,14.811,35.369,25.349,6.631,12.076,34.365,31.425,6.465,18.126,34.715,25.081,0.546,0.494
2498.208,6.281,14.823,35.446,26.668,6.351,14.779,35.369,25.287,6.599,12.076,34.365,31.425,6.465,18.126,34.747,25.081,0.546,0.495
2499.208,6.281,14.855,35.446,26.7,6.351,14.748,35.369,25.349,6.599,12.108,34.334,31.425,6.434,18.158,34.715,25.081,0.548,0.494
2500.208,6.281,14.855,35.446,26.731,6.351,14.779,35.338,25.318,6.599,12.076,34.365,31.425,6.465,18.126,34.747,25.081,0.548,0.495
2501.208,6.312,14.855,35.446,26.731,6.351,14.811,35.369,25.318,6.599,12.076,34.365,31.457,6.434,18.126,34.747,25.081,0.548,0.495
2502.208,6.281,14.855,35.446,26.731,6.351,14.811,35.401,25.255,6.631,12.108,34.397,31.457,6.465,18.126,34.747,25.112,0.547,0.495
2503.208,6.281,14.886,35.446,26.762,6.351,14.811,35.401,25.193,6.599,12.076,34.397,31.425,6.434,18.126,34.747,25.112,0.548,0.495
2504.208,6.281,14.886,35.477,26.793,6.319,14.811,35.401,25.255,6.631,12.139,34.397,31.457,6.434,18.158,34.778,25.112,0.547,0.496
2505.208,6.281,14.886,35.477,26.793,6.382,14.811,35.432,25.412,6.599,12.076,34.397,31.425,6.465,18.126,34.747,25.081,0.549,0.495
2506.208,6.281,14.886,35.477,26.793,6.351,14.811,35.401,25.349,6.599,12.108,34.397,31.457,6.434,18.126,34.778,25.081,0.55,0.496
2507.208,6.281,14.886,35.477,26.793,6.382,14.779,35.432,25.318,6.599,12.108,34.397,31.457,6.434,18.158,34.778,25.112,0.55,0.497
2508.208,6.281,14.855,35.477,26.762,6.351,14.811,35.432,25.349,6.599,12.076,34.428,31.488,6.434,18.126,34.809,25.144,0.551,0.497
2509.208,6.281,14.886,35.509,26.793,6.351,14.811,35.464,25.412,6.599,12.108,34.428,31.488,6.465,18.126,34.809,25.112,0.551,0.496
2510.208,6.281,14.855,35.54,26.825,6.382,14.811,35.464,25.412,6.631,12.108,34.46,31.488,6.434,18.158,34.809,25.144,0.551,0.497
2511.208,6.281,14.886,35.509,26.856,6.351,14.811,35.432,25.381,6.599,12.108,34.46,31.488,6.465,18.158,34.809,25.112,0.551,0.497
2512.208,6.281,14.855,35.54,26.856,6.351,14.779,35.464,25.412,6.599,12.108,34.491,31.551,6.434,18.126,34.841,25.144,0.551,0.497
2513.208,6.281,14.886,35.54,26.887,6.351,14.779,35.495,25.412,6.631,12.108,34.491,31.519,6.434,18.126,34.872,25.112,0.551,0.498
2514.208,6.249,14.855,35.572,26.887,6.351,14.779,35.495,25.568,6.599,12.108,34.523,31.551,6.434,18.095,34.872,25.175,0.551,0.497
2515.208,6.281,14.855,35.572,26.887,6.351,14.748,35.527,25.568,6.599,12.108,34.491,31.551,6.434,18.158,34.872,25.175,0.551,0.498
2516.208,6.281,14.855,35.603,26.919,6.351,14.779,35.495,25.568,6.599,12.108,34.523,31.582,6.434,18.189,34.903,25.175,0.551,0.498
2517.208,6.249,14.855,35.572,26.887,6.319,14.779,35.527,25.631,6.599,12.108,34.554,31.582,6.465,18.189,34.903,25.206,0.551,0.498
2518.208,6.281,14.886,35.603,26.856,6.351,14.748,35.527,25.631,6.599,12.108,34.523,31.582,6.434,18.158,34.903,25.175,0.551,0.498
2519.208,6.281,14.886,35.603,26.919,6.319,14.779,35.527,25.537,6.599,12.108,34.554,31.582,6.434,18.158,34.903,25.206,0.55,0.498
2520.208,6.281,14.886,35.603,26.919,6.351,14.779,35.558,25.443,6.599,12.108,34.554,31.582,6.434,18.22,34.935,25.206,0.551,0.498
2521.208,6.281,14.917,35.666,26.919,6.351,14.779,35.558,25.474,6.599,12.108,34.586,31.613,6.434,18.22,34.935,25.206,0.551,0.498
2522.209,6.281,14.886,35.666,26.887,6.351,14.779,35.59,25.506,6.599,12.108,34.586,31.613,6.434,18.252,34.966,25.175,0.551,0.498
2523.209,6.281,14.886,35.666,26.919,6.319,14.779,35.621,25.474,6.599,12.108,34.617,31.613,6.434,18.283,34.997,25.206,0.551,0.498
2524.209,6.281,14.917,35.666,26.95,6.351,14.811,35.621,25.506,6.599,12.108,34.617,31.645,6.434,18.252,35.029,25.237,0.552,0.499
2525.209,6.281,14.949,35.666,26.919,6.351,14.811,35.653,25.474,6.599,12.108,34.617,31.645,6.465,18.22,34.966,25.206,0.553,0.499
2526.209,6.281,14.917,35.729,26.95,6.351,14.779,35.621,25.443,6.599,12.139,34.617,31.645,6.465,18.283,34.997,25.237,0.553,0.499
2527.209,6.281,14.949,35.697,26.981,6.351,14.811,35.621,25.381,6.568,12.108,34.649,31.676,6.434,18.314,35.029,25.206,0.553,0.5
2528.209,6.281,14.917,35.697,26.981,6.319,14.842,35.621,25.349,6.599,12.108,34.649,31.645,6.434,18.283,35.029,25.268,0.553,0.5
2529.209,6.281,14.949,35.729,26.981,6.351,14.842,35.684,25.443,6.599,12.108,34.649,31.676,6.465,18.283,35.06,25.237,0.554,0.499
2530.209,6.281,14.949,35.729,27.012,6.351,14.842,35.653,25.412,6.599,12.108,34.68,31.676,6.402,18.283,35.029,25.299,0.554,0.5
2531.21,6.281,14.98,35.729,26.981,6.351,14.842,35.653,25.412,6.631,12.108,34.68,31.676,6.402,18.283,35.029,25.299,0.553,0.501
2532.21,6.281,14.949,35.76,26.981,6.319,14.842,35.684,25.381,6.568,12.108,34.68,31.707,6.434,18.252,35.029,25.268,0.554,0.5
2533.21,6.281,14.949,35.76,27.012,6.351,14.842,35.715,25.474,6.599,12.108,34.68,31.707,6.434,18.283,35.06,25.268,0.555,0.501
2534.211,6.281,14.949,35.792,26.981,6.351,14.842,35.684,25.6,6.599,12.108,34.68,31.739,6.434,18.283,35.06,25.331,0.555,0.501
2535.211,6.281,14.949,35.76,26.981,6.351,14.842,35.684,25.631,6.599,12.108,34.68,31.707,6.434,18.314,35.029,25.299,0.555,0.501
2536.211,6.249,14.98,35.76,27.012,6.351,14.842,35.715,25.631,6.599,12.139,34.68,31.739,6.434,18.252,35.06,25.299,0.556,0.501
2537.211,6.281,14.949,35.792,27.012,6.351,14.811,35.715,25.662,6.568,12.108,34.712,31.739,6.402,18.314,35.06,25.299,0.556,0.501
2538.211,6.281,14.98,35.792,26.981,6.351,14.874,35.747,25.662,6.599,12.139,34.712,31.707,6.434,18.283,35.091,25.331,0.557,0.501
2539.211,6.281,14.949,35.823,27.012,6.319,14.842,35.747,25.506,6.568,12.139,34.743,31.739,6.465,18.346,35.091,25.331,0.557,0.501
2540.212,6.281,14.949,35.823,27.012,6.351,14.874,35.778,25.412,6.599,12.108,34.743,31.707,6.434,18.283,35.091,25.331,0.556,0.502
2541.212,6.281,14.949,35.855,27.044,6.319,14.874,35.778,25.443,6.568,12.139,34.743,31.739,6.434,18.314,35.091,25.331,0.556,0.502
2542.212,6.249,14.98,35.855,27.012,6.351,14.937,35.747,25.662,6.568,12.108,34.774,31.77,6.402,18.346,35.123,25.299,0.556,0.502
2543.212,6.281,14.98,35.855,26.981,6.319,14.937,35.778,25.6,6.568,12.139,34.774,31.77,6.402,18.314,35.123,25.362,0.557,0.502
2544.212,6.281,14.98,35.855,26.981,6.319,14.937,35.81,25.568,6.536,12.139,34.806,31.77,6.434,18.314,35.123,25.331,0.557,0.503
2545.212,6.249,14.98,35.823,26.981,6.351,14.968,35.81,25.6,6.599,12.139,34.806,31.801,6.434,18.346,35.154,25.331,0.557,0.502
2546.212,6.281,15.012,35.886,27.044,6.319,14.937,35.841,25.756,6.568,12.139,34.806,31.832,6.402,18.314,35.217,25.362,0.557,0.503
2547.212,6.281,15.012,35.886,27.075,6.319,14.905,35.841,25.85,6.536,12.108,34.806,31.801,6.402,18.314,35.154,25.393,0.558,0.503
2548.212,6.281,15.012,35.917,27.169,6.351,14.905,35.81,25.882,6.568,12.139,34.806,31.801,6.434,18.314,35.154,25.393,0.558,0.503
2549.212,6.281,15.012,35.886,27.138,6.351,14.905,35.841,25.756,6.568,12.139,34.806,31.832,6.402,18.283,35.185,25.393,0.558,0.503
2550.212,6.281,15.012,35.886,27.106,6.319,14.905,35.841,25.756,6.568,12.139,34.837,31.801,6.434,18.314,35.154,25.362,0.558,0.503
2551.212,6.281,15.012,35.917,27.075,6.319,14.937,35.841,25.725,6.568,12.139,34.837,31.832,6.434,18.346,35.154,25.393,0.559,0.503
2552.212,6.281,15.012,35.917,27.075,6.319,14.905,35.81,25.725,6.599,12.139,34.806,31.832,6.465,18.346,35.185,25.393,0.559,0.503
2553.212,6.249,15.012,35.917,27.169,6.351,14.905,35.841,25.725,6.568,12.171,34.806,31.832,6.402,18.377,35.185,25.393,0.559,0.503
2554.212,6.249,15.043,35.917,27.138,6.319,14.874,35.873,25.756,6.568,12.139,34.837,31.832,6.434,18.346,35.217,25.393,0.56,0.503
2555.212,6.281,15.012,35.917,27.138,6.319,14.905,35.873,25.756,6.568,12.139,34.837,31.864,6.434,18.314,35.217,25.455,0.56,0.504
2556.212,6.249,15.043,35.949,27.138,6.351,14.905,35.841,25.694,6.568,12.139,34.837,31.832,6.402,18.346,35.248,25.424,0.56,0.504
2557.212,6.249,15.043,35.949,27.138,6.351,14.905,35.841,25.725,6.568,12.139,34.837,31.864,6.434,18.346,35.185,25.424,0.559,0.504
2558.212,6.281,15.043,35.949,27.169,6.351,14.905,35.873,25.756,6.568,12.139,34.869,31.864,6.434,18.346,35.217,25.424,0.559,0.504
2559.213,6.281,15.043,35.949,27.231,6.319,14.937,35.873,25.694,6.599,12.139,34.837,31.864,6.371,18.346,35.217,25.424,0.558,0.504
2560.213,6.281,15.012,35.949,27.2,6.319,14.937,35.841,25.631,6.568,12.139,34.837,31.864,6.434,18.377,35.248,25.424,0.559,0.504
2561.213,6.281,15.043,35.949,27.169,6.351,14.905,35.904,25.631,6.568,12.171,34.869,31.864,6.434,18.377,35.248,25.424,0.559,0.504
2562.214,6.281,15.043,35.98,27.169,6.319,14.937,35.904,25.631,6.568,12.171,34.869,31.864,6.434,18.377,35.248,25.424,0.559,0.505
2563.214,6.281,15.043,35.98,27.169,6.319,14.937,35.904,25.662,6.599,12.171,34.9,31.864,6.434,18.346,35.248,25.424,0.56,0.505
2564.214,6.281,15.043,35.98,27.231,6.319,14.937,35.904,25.631,6.599,12.171,34.9,31.864,6.434,18.377,35.248,25.455,0.56,0.505
2565.214,6.281,15.043,35.98,27.2,6.319,14.937,35.904,25.694,6.568,12.139,34.9,31.864,6.434,18.377,35.248,25.455,0.559,0.505
2566.214,6.281,15.075,35.98,27.2,6.319,14.937,35.904,25.694,6.568,12.171,34.869,31.895,6.434,18.408,35.279,25.455,0.559,0.506
2567.214,6.249,15.075,35.98,27.2,6.319,14.937,35.904,25.725,6.568,12.171,34.9,31.895,6.402,18.377,35.248,25.486,0.56,0.506
2568.214,6.249,15.075,35.98,27.2,6.319,14.937,35.936,25.6,6.568,12.139,34.9,31.895,6.434,18.377,35.248,25.455,0.561,0.506
2569.214,6.249,15.075,36.012,27.231,6.319,14.937,35.936,25.662,6.536,12.171,34.9,31.926,6.434,18.377,35.279,25.455,0.561,0.506
2570.214,6.249,15.075,35.98,27.2,6.351,14.937,35.967,25.725,6.568,12.171,34.932,31.895,6.434,18.408,35.279,25.455,0.562,0.506
2571.214,6.249,15.075,36.043,27.2,6.319,14.937,35.936,25.788,6.568,12.171,34.932,31.926,6.434,18.377,35.279,25.518,0.562,0.506
2572.214,6.281,15.043,36.012,27.263,6.319,14.905,35.936,25.882,6.568,12.139,34.9,31.926,6.434,18.377,35.279,25.486,0.561,0.507
2573.214,6.281,15.075,36.043,27.294,6.319,14.937,35.936,25.819,6.599,12.171,34.932,31.926,6.434,18.44,35.248,25.518,0.562,0.506
2574.214,6.281,15.075,36.012,27.263,6.319,14.905,35.936,25.788,6.568,12.171,34.932,31.958,6.434,18.408,35.311,25.518,0.562,0.507
2575.214,6.281,15.075,36.012,27.231,6.351,14.905,35.936,25.756,6.568,12.171,34.932,31.958,6.434,18.408,35.279,25.518,0.563,0.506
2576.214,6.281,15.075,36.012,27.231,6.319,14.905,35.967,25.725,6.568,12.171,34.932,31.958,6.434,18.408,35.279,25.518,0.562,0.507
2577.214,6.249,15.043,36.043,27.294,6.319,14.905,35.936,25.788,6.568,12.171,34.932,31.958,6.402,18.44,35.279,25.486,0.564,0.507
2578.214,6.281,15.043,36.012,27.263,6.351,14.905,35.936,25.788,6.568,12.202,34.932,31.958,6.434,18.377,35.279,25.486,0.564,0.507
2579.214,6.281,15.075,36.012,27.325,6.319,14.905,35.936,25.788,6.568,12.171,34.9,31.926,6.402,18.346,35.279,25.518,0.564,0.507
2580.214,6.249,15.075,36.012,27.263,6.319,14.905,35.904,25.819,6.568,12.171,34.932,31.926,6.434,18.346,35.311,25.518,0.564,0.507
2581.214,6.281,15.043,36.012,27.231,6.319,14.842,35.936,25.725,6.568,12.202,34.932,31.926,6.434,18.377,35.279,25.518,0.564,0.507
2582.214,6.249,15.075,36.043,27.263,6.351,14.874,35.936,25.725,6.568,12.171,34.932,31.926,6.434,18.377,35.311,25.518,0.563,0.507
2583.214,6.281,15.075,36.075,27.263,6.319,14.905,35.967,25.662,6.568,12.171,34.963,31.926,6.434,18.346,35.311,25.518,0.564,0.507
2584.214,6.281,15.075,36.075,27.263,6.319,14.905,35.999,25.788,6.568,12.202,34.995,31.926,6.434,18.377,35.342,25.518,0.564,0.508
2585.214,6.249,15.043,36.075,27.263,6.351,14.905,35.967,25.85,6.568,12.202,34.932,31.958,6.434,18.408,35.311,25.518,0.564,0.508
2586.215,6.249,15.075,36.043,27.263,6.351,14.905,35.967,25.882,6.536,12.171,34.932,31.958,6.434,18.408,35.311,25.518,0.564,0.508
2587.215,6.281,15.075,36.075,27.263,6.351,14.937,35.967,25.756,6.568,12.171,34.963,31.958,6.402,18.408,35.311,25.549,0.564,0.508
2588.215,6.249,15.075,36.043,27.263,6.319,14.937,35.967,25.662,6.568,12.202,34.963,31.926,6.434,18.408,35.342,25.549,0.564,0.508
2589.215,6.281,15.075,36.043,27.263,6.319,14.905,35.967,25.725,6.568,12.202,34.963,31.926,6.434,18.346,35.311,25.549,0.564,0.508
2590.215,6.281,15.075,36.043,27.263,6.351,14.968,35.967,25.694,6.568,12.202,34.963,31.958,6.434,18.377,35.311,25.549,0.563,0.507
2591.215,6.249,15.106,36.075,27.263,6.319,14.968,35.936,25.662,6.568,12.202,34.963,31.926,6.434,18.346,35.311,25.549,0.562,0.509
2592.215,6.249,15.106,36.043,27.263,6.319,14.968,35.936,25.662,6.599,12.202,34.932,31.895,6.434,18.377,35.311,25.549,0.562,0.508
2593.215,6.281,15.106,36.012,27.231,6.319,14.937,35.967,25.662,6.568,12.202,34.932,31.926,6.434,18.377,35.279,25.549,0.563,0.508
2594.215,6.249,15.075,36.012,27.231,6.319,14.937,35.936,25.725,6.568,12.171,34.932,31.926,6.402,18.377,35.311,25.518,0.562,0.509
2595.215,6.281,15.106,36.043,27.2,6.319,14.937,35.967,25.662,6.568,12.202,34.932,31.958,6.434,18.377,35.311,25.549,0.562,0.508
2596.216,6.281,15.106,36.043,27.231,6.319,14.937,35.967,25.568,6.568,12.202,34.963,31.926,6.434,18.346,35.311,25.58,0.562,0.508
2597.216,6.281,15.106,36.075,27.263,6.319,14.937,35.967,25.6,6.568,12.202,34.963,31.926,6.434,18.377,35.311,25.549,0.562,0.509
2598.216,6.249,15.106,36.075,27.231,6.319,14.937,35.967,25.788,6.568,12.171,34.932,31.958,6.434,18.346,35.342,25.549,0.563,0.509
2599.216,6.249,15.075,36.043,27.263,6.351,14.937,35.936,25.882,6.599,12.202,34.963,31.926,6.434,18.377,35.311,25.58,0.564,0.509
2600.216,6.249,15.075,36.043,27.231,6.319,14.905,35.967,25.788,6.568,12.202,34.995,31.958,6.402,18.377,35.342,25.549,0.564,0.509
2601.216,6.249,15.075,36.043,27.263,6.319,14.937,35.967,25.788,6.568,12.234,34.963,31.958,6.402,18.377,35.342,25.549,0.564,0.509
2602.216,6.249,15.106,36.043,27.294,6.319,14.937,35.936,25.819,6.568,12.202,34.963,31.958,6.434,18.346,35.311,25.549,0.564,0.509
2603.216,6.249,15.106,36.043,27.263,6.319,14.937,35.967,25.788,6.568,12.202,34.995,31.958,6.402,18.346,35.311,25.549,0.564,0.509
2604.216,6.281,15.106,36.043,27.263,6.319,14.968,35.967,25.725,6.568,12.202,34.932,31.958,6.434,18.346,35.311,25.549,0.564,0.51
2605.216,6.249,15.106,36.075,27.231,6.351,14.937,35.967,25.694,6.568,12.202,34.932,31.926,6.434,18.346,35.311,25.549,0.564,0.51
2606.216,6.249,15.075,36.043,27.2,6.319,14.937,35.967,25.725,6.568,12.234,34.963,31.926,6.402,18.346,35.342,25.549,0.564,0.509
2607.217,6.249,15.075,36.043,27.2,6.351,14.968,35.999,25.725,6.568,12.202,34.963,31.926,6.434,18.377,35.311,25.549,0.564,0.509
2608.218,6.281,15.106,36.043,27.231,6.351,14.968,35.967,25.725,6.568,12.234,34.963,31.926,6.402,18.377,35.311,25.58,0.565,0.51
2609.218,6.249,15.138,36.043,27.294,6.319,14.968,35.936,25.85,6.568,12.202,34.963,31.958,6.402,18.377,35.311,25.549,0.564,0.509
2610.218,6.249,15.106,36.043,27.294,6.319,14.968,35.967,25.944,6.568,12.202,34.963,31.926,6.434,18.377,35.342,25.549,0.564,0.51
2611.218,6.249,15.106,36.043,27.325,6.288,14.968,35.999,25.882,6.536,12.202,34.995,31.926,6.402,18.377,35.342,25.549,0.564,0.51
2612.218,6.249,15.106,36.043,27.325,6.319,15,35.999,25.788,6.536,12.202,34.963,31.958,6.434,18.346,35.342,25.549,0.565,0.51
2613.218,6.249,15.138,36.075,27.325,6.319,15.031,35.967,25.725,6.568,12.202,34.963,31.958,6.434,18.377,35.311,25.549,0.565,0.51
2614.218,6.249,15.138,36.043,27.325,6.351,15,35.967,25.756,6.568,12.202,34.995,31.989,6.402,18.377,35.311,25.58,0.566,0.51
2615.218,6.281,15.138,36.075,27.294,6.319,15,35.999,25.725,6.568,12.202,34.963,31.989,6.434,18.346,35.311,25.58,0.565,0.51
2616.218,6.281,15.106,36.075,27.294,6.319,15,35.967,25.788,6.568,12.234,34.963,31.989,6.434,18.346,35.311,25.58,0.566,0.51
2617.218,6.249,15.106,36.043,27.388,6.319,15.031,35.967,25.756,6.568,12.202,34.963,31.989,6.402,18.314,35.311,25.549,0.565,0.51
2618.218,6.281,15.106,36.075,27.388,6.319,15,35.967,25.725,6.568,12.202,34.963,31.989,6.465,18.283,35.342,25.549,0.565,0.51
2619.218,6.249,15.106,36.075,27.388,6.319,15,35.999,25.819,6.599,12.202,34.963,31.958,6.402,18.314,35.342,25.58,0.565,0.51
2620.218,6.281,15.106,36.075,27.419,6.319,14.968,35.967,25.725,6.568,12.202,34.995,31.958,6.402,18.346,35.342,25.549,0.565,0.51
2621.218,6.249,15.106,36.043,27.388,6.319,14.968,35.967,25.694,6.568,12.234,34.995,31.958,6.434,18.346,35.342,25.549,0.565,0.51
2622.218,6.281,15.106,36.075,27.357,6.319,14.968,35.967,25.725,6.568,12.202,34.995,31.926,6.434,18.346,35.342,25.58,0.565,0.511
2623.218,6.249,15.106,36.075,27.388,6.319,15,35.967,25.568,6.599,12.234,34.995,31.989,6.434,18.346,35.342,25.58,0.565,0.511
2624.218,6.249,15.138,36.043,27.419,6.319,15.031,35.967,25.506,6.599,12.234,34.995,31.989,6.434,18.377,35.342,25.58,0.566,0.51
2625.218,6.249,15.138,36.075,27.419,6.319,15.094,35.967,25.662,6.568,12.234,34.995,31.958,6.402,18.377,35.311,25.58,0.567,0.511
2626.218,6.249,15.138,36.075,27.388,6.319,15.094,35.967,25.694,6.568,12.234,34.963,31.989,6.434,18.346,35.311,25.58,0.567,0.512
2627.218,6.249,15.106,36.043,27.388,6.319,15.063,35.967,25.756,6.568,12.234,34.963,31.958,6.402,18.346,35.311,25.58,0.567,0.511
2628.218,6.249,15.138,36.043,27.388,6.319,15.063,35.967,25.756,6.568,12.234,34.963,31.958,6.465,18.314,35.311,25.58,0.568,0.511
2629.218,6.281,15.106,36.043,27.388,6.319,15.031,35.936,25.6,6.536,12.202,34.963,31.958,6.371,18.377,35.311,25.58,0.568,0.512
2630.218,6.281,15.169,36.043,27.357,6.319,15.031,35.967,25.6,6.599,12.234,34.963,31.958,6.434,18.377,35.311,25.58,0.568,0.512
2631.218,6.249,15.138,36.043,27.357,6.319,15.031,35.967,25.6,6.568,12.202,34.932,31.989,6.434,18.408,35.311,25.58,0.569,0.511
2632.218,6.249,15.138,36.043,27.357,6.319,15.031,35.967,25.537,6.568,12.234,34.995,31.926,6.434,18.377,35.311,25.611,0.568,0.512
2633.219,6.249,15.138,36.043,27.325,6.319,15,35.999,25.568,6.536,12.202,34.963,31.926,6.402,18.408,35.342,25.58,0.567,0.511
2634.22,6.218,15.138,36.043,27.325,6.351,15,35.967,25.568,6.599,12.234,34.995,31.958,6.402,18.377,35.342,25.58,0.567,0.512
2635.22,6.249,15.138,36.043,27.294,6.288,15,35.967,25.694,6.568,12.202,34.995,31.958,6.434,18.408,35.342,25.58,0.566,0.512
2636.221,6.249,15.138,36.075,27.294,6.319,15,35.999,25.662,6.568,12.234,34.995,31.989,6.402,18.377,35.342,25.58,0.566,0.512
2637.221,6.249,15.169,36.075,27.294,6.319,15,35.999,25.694,6.599,12.234,34.995,31.989,6.434,18.377,35.342,25.549,0.567,0.512
2638.221,6.249,15.138,36.075,27.325,6.319,15,35.999,25.694,6.568,12.234,34.995,31.958,6.434,18.377,35.342,25.58,0.566,0.512
2639.221,6.281,15.169,36.075,27.325,6.319,15,35.999,25.631,6.568,12.265,34.995,31.958,6.434,18.408,35.311,25.58,0.566,0.512
2640.221,6.249,15.169,36.075,27.357,6.319,15,35.999,25.694,6.568,12.234,34.995,31.958,6.434,18.408,35.342,25.58,0.566,0.512
2641.221,6.249,15.169,36.075,27.388,6.319,15.031,35.999,25.662,6.599,12.234,34.963,31.958,6.402,18.408,35.342,25.58,0.567,0.512
2642.221,6.249,15.169,36.075,27.325,6.351,14.968,35.967,25.6,6.568,12.234,34.995,31.958,6.465,18.44,35.311,25.611,0.567,0.512
2643.222,6.249,15.138,36.043,27.325,6.319,15,35.967,25.819,6.568,12.234,34.963,31.958,6.434,18.44,35.311,25.611,0.568,0.512
2644.222,6.249,15.138,36.043,27.294,6.319,14.968,35.936,25.788,6.536,12.202,34.963,31.958,6.434,18.44,35.311,25.611,0.568,0.512
